,NWEIGHT
2921,10128.15451
2922,18613.77496
2923,7949.288391
2924,6557.734928
2925,9339.60549
2926,6297.038661
2927,8244.448017
2928,6763.239425
2929,10651.141790000001
2930,14904.768619999999
2931,2673.735584
2932,7720.402379000001
2933,9263.263202
2934,10290.99166
2935,7169.307352
2936,15551.411369999998
2937,9244.787575
2938,7960.9266609999995
2939,17552.956469999997
2940,8639.692398000001
2941,4963.0820969999995
2942,9194.905462
2943,4751.9716659999995
2944,14629.95206
2945,9736.367397
2946,10842.32683
2947,14312.46335
2948,2993.3392440000002
2949,10966.37824
2950,7423.419847
2951,5524.681087
2952,9102.504192
2953,8991.674169
2954,12549.29767
2955,4286.301338
2956,6912.435917
2957,10858.4601
2958,10957.19935
2959,7951.522023
2960,8171.472239
2961,6800.584954999999
2962,6206.517720000001
2963,5629.09889
2964,6139.278782
2965,16137.46635
2966,6540.321688
2967,9623.683311
2968,2637.7196329999997
2969,2599.8557539999997
2970,6763.2397900000005
2971,6113.883752000001
2972,3529.4259880000004
2973,7544.56465
2974,5862.854658
2975,19177.03706
2976,5260.618471
2977,3814.8417240000003
2978,14025.732080000002
2979,12659.75357
2980,6691.665633
2981,13371.71729
2982,7169.306758
2983,6032.513241
2984,9431.331609
2985,12367.50014
2986,5303.525689
2987,19736.666709999998
2988,14727.350540000001
2989,7164.330395999999
2990,8997.110853
2991,6991.242002
2992,7827.841375
2993,9643.122442
2994,15220.0547
2995,3912.8743159999995
2996,7815.201563
2997,16986.6138
2998,7326.176398999999
2999,4193.99283
3000,4232.487314999999
3001,2778.25901
3002,6905.036137
3003,4812.840134
3004,14025.73478
3005,7702.691551999999
3006,4751.9716659999995
3007,8467.554622
3008,8276.664367
3009,16020.96992
3010,4133.555913
3011,6565.873576
3012,3075.342603
3013,14259.2299
3014,7834.5016
3015,10153.79802
3016,7727.972639
3017,7313.356223999999
3018,7152.917776
3019,9830.051808
3020,7093.981938
3021,21755.11236
3022,6252.347858
3023,11379.12864
3024,6540.321022
3025,2599.855803
3026,5260.618471
3027,11278.02122
3028,5501.555003
3029,4193.993357
3030,9920.850465000001
3031,9332.241820000001
3032,7180.049412
3033,7780.9760209999995
3034,6054.971899
3035,5991.046362
3036,7306.0010489999995
3037,7834.502911
3038,8372.171889
3039,11549.06868
3040,6064.483701
3041,7744.501902
3042,7341.317378
3043,10659.22174
3044,8562.80245
3045,7093.982956999999
3046,7316.177062999999
3047,4232.486374
3048,10235.539840000001
3049,9901.476434999999
3050,9396.765055
3051,4184.8754659999995
3052,9737.421453
3053,6506.7054100000005
3054,17351.465959999998
3055,7582.718079
3056,7364.809704
3057,7549.589985
3058,4751.971958
3059,8995.31427
3060,11849.235540000001
3061,12659.75801
3062,18522.26349
3063,2778.25916
3064,4305.208381
3065,6583.356063
3066,8405.109043999999
3067,7834.500679000001
3068,7025.587037
3069,16762.19872
3070,18384.8573
3071,7341.317319
3072,2778.258965
3073,8345.546052
3074,19092.85828
3075,4751.971797
3076,7264.46892
3077,8416.447344
3078,5447.171899
3079,2778.2589239999998
3080,6763.239425
3081,7191.139443000001
3082,4357.039390999999
3083,6464.416183
3084,5535.925782
3085,5313.712565
3086,10215.13909
3087,6787.052436
3088,7604.880078
3089,6027.157985
3090,10423.07973
3091,12116.81187
3092,7607.148155
3093,16137.4752
3094,10277.100559999999
3095,7525.329473999999
3096,20518.25483
3097,7326.176434
3098,6576.847987
3099,10858.4601
3100,15220.0556
3101,7667.194831999999
3102,9511.158308
3103,13602.36091
3104,10329.36694
3105,6297.0382850000005
3106,8324.52718
3107,4929.406113
3108,6041.975086
3109,6182.98283
3110,6900.5914379999995
3111,12747.18571
3112,7169.305345999999
3113,11330.02168
3114,5311.62081
3115,15864.360419999999
3116,20582.93897
3117,17970.20576
3118,7577.543211
3119,6910.330105
3120,29412.13154
3121,7093.981938
3122,6513.944076
3123,6297.0382850000005
3124,7577.543639
3125,14567.192019999999
3126,8458.372911
3127,4559.170439
3128,7476.8074560000005
3129,7169.306207
3130,13851.28339
3131,11256.04522
3132,8299.699478
3133,17923.33805
3134,6792.335884
3135,6004.19031
3136,9121.977251999999
3137,8827.696997
3138,5878.402171
3139,7571.025522
3140,6858.533804000001
3141,2935.682183
3142,11654.99928
3143,3912.874443
3144,6711.249426
3145,6206.519055
3146,12253.98071
3147,7503.0236700000005
3148,9229.510312999999
3149,13388.73006
3150,6644.686428
3151,9986.665858
3152,6800.5840530000005
3153,7100.18661
3154,7140.0372879999995
3155,9673.875266
3156,6252.348245
3157,8518.843339000001
3158,2814.877571
3159,6418.676545
3160,16762.19705
3161,6905.036644
3162,7925.485367
3163,7706.006901999999
3164,3514.9028350000003
3165,9831.741122
3166,25234.461580000003
3167,7756.869441
3168,5518.21585
3169,6557.734928
3170,10007.98942
3171,5600.989349
3172,6007.782222999999
3173,16630.16114
3174,5629.099339
3175,7951.522023
3176,6453.2599979999995
3177,6297.038425
3178,6936.828371
3179,6398.480672
3180,23412.84755
3181,5991.045783
3182,8605.66396
3183,15622.34029
3184,10063.793759999999
3185,13789.308980000002
3186,7033.045047
3187,13784.337769999998
3188,10651.14115
3189,9296.32375
3190,3641.311389
3191,8316.472786
3192,10016.75293
3193,6904.9722170000005
3194,8854.253906
3195,5126.838836999999
3196,7264.469269
3197,22662.62241
3198,7305.678040000001
3199,7854.1602459999995
3200,14918.45188
3201,4120.263365
3202,5252.489549
3203,6936.829021
3204,10788.65468
3205,7707.691254
3206,3512.472765
3207,10764.57708
3208,5629.09912
3209,6416.725887
3210,6986.173323999999
3211,11366.22365
3212,5639.386273
3213,6262.758417
3214,11330.02277
3215,6873.736156
3216,11174.22967
3217,2913.7352760000003
3218,10371.757309999999
3219,18816.13002
3220,6454.5534609999995
3221,15075.45286
3222,6344.823622999999
3223,35769.03679
3224,6612.766977
3225,2673.735532
3226,4420.518527
3227,14727.35486
3228,6717.3529340000005
3229,9229.279406
3230,23308.432109999998
3231,10550.89959
3232,5545.545067
3233,3286.3737539999997
3234,9668.588258
3235,4089.5956479999995
3236,6252.349754999999
3237,8465.261612999999
3238,7608.962669
3239,3409.6792520000004
3240,7277.898159
3241,7326.1763
3242,7489.170336
3243,14918.449209999999
3244,6861.288933
3245,6872.645222
3246,8877.691153
3247,4133.556307
3248,2529.176223
3249,13169.99529
3250,12550.17116
3251,7503.024022
3252,2599.855909
3253,7955.395587000001
3254,7737.778101999999
3255,6206.519055
3256,5621.058584
3257,7313.355553
3258,4232.486793
3259,7747.076706
3260,9242.949773
3261,4751.971746
3262,5403.89631
3263,5910.576476
3264,17351.451530000002
3265,4697.213368
3266,6035.845343999999
3267,6583.356156
3268,9539.456445
3269,6576.850074
3270,7401.82691
3271,8050.406714
3272,14563.9704
3273,14918.449209999999
3274,13894.735709999999
3275,6590.834129
3276,21905.00421
3277,10252.68914
3278,13336.6249
3279,7364.805498000001
3280,13331.54549
3281,9750.445159
3282,16847.44862
3283,6792.478189
3284,6910.328702
3285,11174.231240000001
3286,7169.307352
3287,13894.735709999999
3288,5388.8267829999995
3289,4751.971726
3290,15075.44719
3291,7169.30562
3292,10576.37276
3293,16137.47181
3294,4316.1256920000005
3295,4232.487229
3296,17193.87025
3297,5871.213044
3298,19500.08448
3299,8345.546052
3300,6763.237429000001
3301,14641.139369999999
3302,6698.858336
3303,9244.787587
3304,6800.5840530000005
3305,7263.067445000001
3306,9984.575869
3307,3149.361585
3308,20518.26525
3309,15623.270480000001
3310,5795.558534000001
3311,8230.330514
3312,33021.89823
3313,10703.34683
3314,12238.27504
3315,7264.46892
3316,8122.51573
3317,4751.971697999999
3318,6932.013875
3319,5388.825565
3320,3991.1011329999997
3321,3286.373819
3322,8338.288595999999
3323,7215.878968999999
3324,7085.259873999999
3325,4286.301338
3326,7169.306979000001
3327,3329.689859
3328,3079.473705
3329,4751.972108
3330,20518.26525
3331,12550.176140000001
3332,8646.418172
3333,7955.394934
3334,4232.487529
3335,12952.4108
3336,7229.754140999999
3337,8802.187656
3338,7313.355636
3339,6989.097243000001
3340,7664.1708260000005
3341,14390.54042
3342,7788.024170999999
3343,12872.70126
3344,4912.403177
3345,17909.77524
3346,7707.692298999999
3347,9154.918208
3348,16371.417130000002
3349,6789.662659999999
3350,7737.805908
3351,7305.364853
3352,15220.0556
3353,6373.546189
3354,2935.682589
3355,5104.173281
3356,4751.971996
3357,3242.224498
3358,5746.669606
3359,15760.3342
3360,5756.093372
3361,9242.949773
3362,5939.327851
3363,8274.017478
3364,14549.0788
3365,13155.67806
3366,6364.176263
3367,10807.792440000001
3368,7549.587144
3369,15767.76926
3370,4751.971969
3371,4634.223443
3372,7784.785129000001
3373,14249.47735
3374,8862.18658
3375,4751.971685
3376,15560.50883
3377,12280.58655
3378,8236.300068
3379,10491.682279999999
3380,21159.95674
3381,7634.591653
3382,7872.638111
3383,24081.276380000003
3384,14563.95814
3385,8530.067249
3386,5955.061618
3387,16295.24531
3388,16521.90814
3389,8233.691807
3390,10959.038040000001
3391,4027.458442
3392,9836.372672
3393,8994.785709
3394,1380.994494
3395,2778.259194
3396,5621.058354
3397,6822.465648
3398,9979.935011
3399,8345.547066
3400,7215.877826999999
3401,13117.18059
3402,6992.055944
3403,12095.04408
3404,13117.17894
3405,6356.481927000001
3406,12026.37753
3407,5878.402531000001
3408,9645.294241
3409,7715.6032079999995
3410,12800.529559999999
3411,12454.39659
3412,5144.7373210000005
3413,12018.11722
3414,4552.887977
3415,15489.578880000001
3416,6471.8951369999995
3417,10062.81003
3418,3991.101517
3419,8710.485121
3420,17760.97229
3421,4197.340289
3422,8101.627931999999
3423,4625.220124
3424,4702.477226
3425,6277.2224670000005
3426,7240.775373
3427,6873.736503
3428,8437.947126000001
3429,10063.58577
3430,12367.406490000001
3431,7983.077179000001
3432,15966.07035
3433,7620.115243000001
3434,15551.416969999998
3435,13181.175809999999
3436,16272.05044
3437,16178.310019999999
3438,10166.721529999999
3439,9909.892032
3440,12921.645279999999
3441,7169.307691
3442,7169.307206
3443,7096.836333
3444,6873.736408
3445,7955.392856999999
3446,13117.17894
3447,17552.956469999997
3448,5753.386647
3449,5862.855946
3450,7834.501811
3451,10545.00103
3452,3971.1664509999996
3453,27186.44037
3454,6506.705546
3455,16695.13266
3456,7577.542454
3457,8263.644811
3458,3286.373675
3459,6858.532534999999
3460,4133.555953
3461,25503.14806
3462,6858.532956
3463,18130.14503
3464,7229.757240999999
3465,3487.0934
3466,11638.25621
3467,2673.735532
3468,8345.546871999999
3469,2935.682316
3470,3901.342003
3471,7526.242270000001
3472,4132.534817
3473,7232.6279159999995
3474,7707.691254
3475,11145.46635
3476,4751.97153
3477,9263.267109999999
3478,2969.39998
3479,7232.6257510000005
3480,9217.162458
3481,6004.190023
3482,5019.88984
3483,10560.969990000001
3484,6050.399185
3485,6766.633409
3486,14326.97496
3487,4640.132167
3488,19048.04229
3489,14563.95814
3490,7341.317319
3491,1853.881299
3492,10807.79268
3493,19177.040869999997
3494,8244.447517
3495,5053.244344
3496,2778.2589350000003
3497,5830.556835
3498,7148.179752
3499,9327.159684999999
3500,17609.87617
3501,5717.718113
3502,23813.508530000003
3503,3474.3385810000004
3504,10147.70368
3505,15489.575030000002
3506,15489.5722
3507,7510.476263
3508,16137.47861
3509,6800.583315999999
3510,4751.971170000001
3511,2935.682276
3512,4738.61602
3513,10011.77187
3514,7229.756713
3515,6506.7054100000005
3516,6540.320847
3517,7305.3653620000005
3518,7025.587037
3519,7438.937951000001
3520,6631.987088
3521,4751.9715289999995
3522,2676.100584
3523,5414.540045000001
3524,11148.22482
3525,8997.111193
3526,13035.56733
3527,6373.545249
3528,9263.263781
3529,8284.871151000001
3530,12046.38646
3531,15489.574690000001
3532,7049.083081999999
3533,4751.971406000001
3534,8179.589118000001
3535,13117.18027
3536,10215.13895
3537,6311.29738
3538,6854.840859
3539,10255.94122
3540,15220.058369999999
3541,4751.971318
3542,5006.564568
3543,8277.016925
3544,18408.613540000002
3545,4905.891584
3546,3979.091261
3547,6540.321688
3548,10046.68526
3549,11739.08267
3550,7604.880175
3551,9242.949137
3552,11362.761040000001
3553,9121.978994
3554,4020.1876350000002
3555,5128.658978
3556,7449.8879
3557,6139.278782
3558,7330.742952
3559,6466.420768
3560,8787.681261
3561,8482.510253
3562,6912.436208
3563,6466.420357
3564,10062.810309999999
3565,16951.04397
3566,7536.405608
3567,6049.798774
3568,7528.44764
3569,2673.735431
3570,11036.740409999999
3571,13799.922730000002
3572,7313.356669
3573,8938.959546
3574,6343.749175
3575,6798.749417
3576,2935.682414
3577,11635.65245
3578,5906.023068
3579,6506.7048159999995
3580,13757.85901
3581,6766.633389
3582,7715.6032079999995
3583,5991.0458340000005
3584,4622.784668
3585,10062.810379999999
3586,5267.128856
3587,9620.35302
3588,17420.82892
3589,9118.843379
3590,7229.756087000001
3591,8244.44662
3592,5710.60134
3593,7942.9580430000005
3594,5414.539669
3595,7562.498765
3596,7702.691348
3597,8640.829386
3598,7264.470670000001
3599,5463.407317
3600,14797.17109
3601,8244.447879000001
3602,15307.73015
3603,7327.2254920000005
3604,3514.9028350000003
3605,9469.543774
3606,8810.308615
3607,7164.329665
3608,9870.342139
3609,10277.10124
3610,7921.797775
3611,6466.419892
3612,10788.65359
3613,8884.939978
3614,7240.77389
3615,7009.465245
3616,7133.121279000001
3617,6004.190609
3618,9737.4206
3619,5810.550002
3620,3003.06974
3621,11362.76099
3622,2855.872925
3623,4697.213368
3624,2969.4001710000002
3625,4224.003839
3626,6861.288184
3627,7554.076503
3628,14581.35055
3629,14591.874
3630,18027.8224
3631,7073.492965
3632,11689.53944
3633,6297.037598
3634,3958.315789
3635,14793.004930000001
3636,17933.92431
3637,7093.982908
3638,7937.43004
3639,6858.532534999999
3640,33546.591589999996
3641,7853.582737000001
3642,15376.06631
3643,15282.66603
3644,14025.732080000002
3645,14727.352009999999
3646,6054.970763
3647,14727.34879
3648,3357.173811
3649,16371.42429
3650,7251.153576000001
3651,6171.5119859999995
3652,16093.044390000001
3653,13791.17741
3654,9052.862834
3655,4751.971697999999
3656,13538.333419999999
3657,11968.5477
3658,6206.51865
3659,9853.846603
3660,8025.578065000001
3661,11079.64444
3662,11231.55581
3663,15265.01524
3664,4089.5956479999995
3665,10036.889809999999
3666,14435.2117
3667,19736.858180000003
3668,8989.575103
3669,11330.02434
3670,7841.817443999999
3671,2969.4001710000002
3672,17888.35892
3673,12141.529279999999
3674,7232.626058
3675,11331.06334
3676,2993.339684
3677,9623.683311
3678,10545.00103
3679,4751.971697999999
3680,8050.404904999999
3681,3901.342221
3682,11009.22443
3683,7526.242372
3684,6453.260225999999
3685,4812.840535
3686,23066.45086
3687,6822.464
3688,7090.414643000001
3689,7604.879405
3690,11362.76214
3691,6466.420768
3692,15810.324709999999
3693,14080.53765
3694,7169.305823000001
3695,7180.048921
3696,7264.469778
3697,3912.8741
3698,9578.767305
3699,8640.827564
3700,10310.21075
3701,5865.930604
3702,6576.849051
3703,9488.095369
3704,18497.455680000003
3705,7530.247937
3706,8115.949336
3707,14305.14926
3708,4133.5559840000005
3709,7489.171222
3710,6321.640275
3711,8401.695326000001
3712,4650.313207
3713,11253.32775
3714,16010.77533
3715,18117.10821
3716,14563.9704
3717,7136.881787
3718,6540.3219070000005
3719,13170.00345
3720,8815.118789
3721,13421.72893
3722,15738.6414
3723,8668.112211
3724,16020.971000000001
3725,12679.94001
3726,14727.34879
3727,15213.44016
3728,12752.39597
3729,7169.306831
3730,7016.401846
3731,6506.7048159999995
3732,2855.873117
3733,11330.02409
3734,6506.705546
3735,10145.959659999999
3736,6297.038425
3737,8219.886140999999
3738,6252.348245
3739,8236.298534
3740,5565.54121
3741,15075.451869999999
3742,9244.788544
3743,12275.49173
3744,8214.694545999999
3745,4286.301057
3746,6767.41925
3747,6893.965474
3748,16137.472580000001
3749,5079.039464
3750,12550.17116
3751,10147.702440000001
3752,8416.447271
3753,10215.13895
3754,8955.848105
3755,8324.526393
3756,7526.242372
3757,7962.722998
3758,4268.26335
3759,4622.784809000001
3760,8787.328468000002
3761,9008.73187
3762,15942.390080000001
3763,9087.683368
3764,8345.546385
3765,6356.482316
3766,7164.329047
3767,7667.194693
3768,15489.575030000002
3769,5463.406973
3770,9713.213862
3771,15359.29257
3772,8465.64646
3773,9673.875015000001
3774,5463.4070409999995
3775,11337.88888
3776,8133.279878
3777,9130.423903
3778,10344.89754
3779,13155.68207
3780,3909.176623
3781,11618.37525
3782,11366.22354
3783,7313.354526000001
3784,6936.828678
3785,4133.5565799999995
3786,11156.37314
3787,7559.640906999999
3788,5211.015122
3789,4634.223387
3790,4009.569775
3791,11637.0341
3792,9713.213862
3793,7577.542825
3794,10225.24231
3795,10249.223909999999
3796,7169.3069590000005
3797,15658.49184
3798,9446.506424
3799,13046.40491
3800,10842.32632
3801,4751.971846
3802,14911.426669999999
3803,12593.8688
3804,6253.901721
3805,5870.4344009999995
3806,8542.975471
3807,16186.351669999998
3808,4224.003409
3809,4610.737548
3810,2935.682276
3811,7537.759891
3812,10701.214590000001
3813,8345.547096
3814,6851.714790999999
3815,2676.100547
3816,7530.245448999999
3817,10643.58161
3818,11233.31522
3819,6698.858336
3820,7634.591766
3821,9008.73187
3822,4088.0515200000004
3823,4812.840367
3824,2970.009579
3825,6717.353067
3826,9718.234566
3827,21863.88397
3828,10046.68503
3829,8594.514794
3830,6373.546189
3831,16232.36154
3832,8646.417073
3833,6079.226294
3834,7960.9284370000005
3835,10781.76166
3836,7577.543052
3837,6692.942777
3838,5211.538743
3839,9709.408959999999
3840,8046.1932209999995
3841,5879.422133
3842,10601.25427
3843,10148.460140000001
3844,6014.298443
3845,11723.893090000001
3846,9340.604248
3847,8815.118601
3848,23066.45355
3849,8316.472826000001
3850,15305.11455
3851,5126.838087
3852,32038.13503
3853,7169.307767
3854,6016.636221
3855,5512.602675
3856,9396.765320999999
3857,7229.755574
3858,7720.402379000001
3859,8050.404961
3860,11174.23214
3861,7937.4290040000005
3862,7341.317378
3863,6398.481591
3864,18699.36066
3865,12469.42242
3866,4224.003935
3867,17642.41837
3868,10219.80469
3869,6980.0990489999995
3870,8405.109
3871,11330.024220000001
3872,10865.60846
3873,6469.835488000001
3874,17649.62328
3875,6004.19031
3876,6297.0382850000005
3877,13546.210830000002
3878,6466.420268
3879,10669.30854
3880,8426.007528
3881,11056.27035
3882,6873.735858
3883,10491.683640000001
3884,7139.734904999999
3885,23556.9053
3886,7756.868928
3887,12484.66977
3888,6858.533425
3889,9737.421453
3890,2676.10037
3891,10990.734859999999
3892,8599.171816
3893,4912.403064
3894,12469.420909999999
3895,16300.72279
3896,6062.958111999999
3897,6789.662495999999
3898,7303.000005
3899,6912.437862999999
3900,9713.216085
3901,8101.627418000001
3902,2935.6824579999998
3903,6297.039382
3904,9742.491770999999
3905,9119.290912
3906,18692.300369999997
3907,7962.721859
3908,6093.536287
3909,11095.835490000001
3910,6612.766308
3911,7659.1566
3912,16342.28909
3913,10384.70855
3914,9661.283143
3915,7492.524501999999
3916,14733.410759999999
3917,3909.1765880000003
3918,6904.972897
3919,8064.033215
3920,4622.784859
3921,29201.600739999998
3922,11636.38839
3923,17831.410359999998
3924,10550.89689
3925,5879.422788
3926,5053.2439509999995
3927,5629.098591
3928,5991.045656
3929,5970.283728
3930,3773.9734840000006
3931,6252.346745000001
3932,8284.87146
3933,3975.016192
3934,10576.37368
3935,4929.406693
3936,8122.515568000001
3937,12407.5734
3938,11253.32718
3939,10046.68411
3940,7960.927637999999
3941,10550.90005
3942,2599.855838
3943,6252.346745000001
3944,15968.10769
3945,9121.977251999999
3946,13641.127919999999
3947,11546.40687
3948,5535.926168999999
3949,23239.75275
3950,7634.592231999999
3951,9170.442429
3952,10153.97658
3953,2778.258986
3954,6792.477876000001
3955,5334.306553
3956,11079.64464
3957,6900.462047
3958,7960.926406999999
3959,11568.40134
3960,15648.47706
3961,10460.346940000001
3962,17840.077690000002
3963,4314.20106
3964,7093.982668000001
3965,3425.937257
3966,6252.347776
3967,8170.8754819999995
3968,8393.980729
3969,6663.805081
3970,15489.566330000001
3971,5694.471085
3972,6054.971186
3973,6182.785476
3974,17872.50696
3975,18696.45129
3976,14025.737140000001
3977,17230.62804
3978,7619.931992
3979,9673.874528
3980,7343.829851
3981,6193.324034
3982,7983.077287
3983,7634.591695
3984,10249.22174
3985,19811.148090000002
3986,5991.0465810000005
3987,15220.051080000001
3988,7302.999778
3989,20580.41793
3990,6589.420625
3991,7102.611495
3992,13631.194959999999
3993,21478.819040000002
3994,6913.0623510000005
3995,6026.673731
3996,7855.41005
3997,7718.018873
3998,5746.668498
3999,2935.682589
4000,15054.52074
4001,10270.16096
4002,16613.48306
4003,8218.56947
4004,7871.982102
4005,5991.046139
4006,12102.54009
4007,6712.745436
4008,7797.715176000001
4009,13971.39481
4010,8771.764456
4011,7511.57855
4012,6576.850074
4013,5314.251857
4014,7204.591205
4015,12274.64169
4016,14073.517740000001
4017,6827.153354000001
4018,11330.02692
4019,5763.041774
4020,13331.54549
4021,10063.793759999999
4022,2935.6824309999997
4023,6991.242002
4024,7834.504481
4025,2742.574453
4026,7169.305823000001
4027,4555.893221
4028,7033.044734
4029,6789.662495999999
4030,6602.543169
4031,6050.3988979999995
4032,16873.12954
4033,7608.045311
4034,23136.31753
4035,3078.2151940000003
4036,15489.57529
4037,10256.71841
4038,2778.258965
4039,4184.8754659999995
4040,7503.0231349999995
4041,17230.62804
4042,5487.784505
4043,7577.544755
4044,10858.4601
4045,7562.500313
4046,6328.328252
4047,6858.533804000001
4048,5929.235508
4049,7937.428790000001
4050,10666.06503
4051,14549.076330000002
4052,29834.222489999996
4053,2778.258809
4054,7937.4290040000005
4055,10325.429559999999
4056,14445.41346
4057,6027.158843
4058,8957.053111
4059,10062.81028
4060,16309.806880000002
4061,9737.423777
4062,11192.01146
4063,7489.170293000001
4064,5414.538904
4065,2778.259137
4066,8236.298141
4067,4879.96094
4068,6861.286190999999
4069,9244.789147
4070,7834.503131999999
4071,7169.306329000001
4072,8862.18658
4073,6822.464515000001
4074,21693.37316
4075,7217.393523000001
4076,11463.739459999999
4077,18415.1896
4078,9986.669673999999
4079,4224.003952
4080,6297.037032
4081,8122.51579
4082,7299.678279000001
4083,7196.633927
4084,17562.62212
4085,8491.786273
4086,6900.462681
4087,11471.75201
4088,10052.35998
4089,4751.971907
4090,2908.7893010000003
4091,7562.499468000001
4092,14727.34879
4093,16272.04896
4094,10249.22174
4095,11465.61156
4096,13496.55609
4097,9407.04823
4098,7088.753037
4099,35769.03679
4100,6767.420279000001
4101,15518.2581
4102,12271.24326
4103,7955.396175
4104,13035.566490000001
4105,4294.151918
4106,7846.74728
4107,10416.343340000001
4108,3286.3739149999997
4109,10281.886359999999
4110,9131.56616
4111,10491.68298
4112,11308.98447
4113,15676.37341
4114,12584.17143
4115,16186.351669999998
4116,8133.279955
4117,4634.223387
4118,8639.693925
4119,9979.935689
4120,15220.0547
4121,5629.099827
4122,21693.36963
4123,9340.604790000001
4124,5991.045656
4125,6800.5841709999995
4126,19924.9726
4127,6171.510486
4128,4423.376806
4129,9230.346912
4130,5991.0458340000005
4131,10310.21206
4132,6193.324565999999
4133,14259.228869999999
4134,16951.04245
4135,7971.141543000001
4136,7937.428790000001
4137,15966.07035
4138,9620.352474
4139,6035.845406
4140,6821.064892
4141,6090.664535
4142,10576.37113
4143,8122.51573
4144,21478.819040000002
4145,10491.683640000001
4146,2814.877773
4147,10317.95357
4148,21059.779619999998
4149,7604.879172
4150,6800.5841709999995
4151,4793.647172999999
4152,4554.933391
4153,6553.043257
4154,7503.024498000001
4155,13117.17894
4156,16272.04712
4157,6996.129161
4158,8890.676523999999
4159,13588.041430000001
4160,11067.087959999999
4161,21693.37205
4162,11475.383909999999
4163,10602.23065
4164,7313.354526000001
4165,19177.04358
4166,7960.927374
4167,4232.487229
4168,9156.210398000001
4169,8191.976536
4170,17477.319059999998
4171,3667.8180820000002
4172,10249.223909999999
4173,7924.054131999999
4174,9539.454023
4175,6471.89538
4176,16665.2347
4177,10255.942079999999
4178,9844.424246999999
4179,11568.40134
4180,5621.058234
4181,6589.140214
4182,17296.158730000003
4183,2673.735512
4184,13069.73173
4185,13480.802780000002
4186,8579.951576000001
4187,13046.40491
4188,7131.083771
4189,6297.037245
4190,6240.949516
4191,6038.37331
4192,20875.68398
4193,14259.2299
4194,9907.8238
4195,6596.346672
4196,2935.6824579999998
4197,6612.767502000001
4198,11141.98981
4199,12015.30617
4200,12421.42969
4201,7595.513326
4202,13175.74285
4203,2994.55858
4204,5128.659347
4205,4132.534817
4206,12055.54535
4207,9121.977251999999
4208,8345.54723
4209,2599.855713
4210,7955.395251000001
4211,4310.356890999999
4212,19177.03002
4213,7169.3069590000005
4214,7169.306845
4215,9981.163848999999
4216,7209.573232
4217,7401.826156
4218,11145.465979999999
4219,14918.449209999999
4220,7621.266553
4221,25928.96658
4222,5910.576083
4223,7489.171687000001
4224,7313.354526000001
4225,6653.144034
4226,7580.191108
4227,7169.307634000001
4228,6506.70529
4229,4081.1712700000003
4230,7595.515009000001
4231,8834.463318
4232,7914.270806999999
4233,9760.392016
4234,9265.339124
4235,8377.358047
4236,21639.83212
4237,11036.73924
4238,6596.346054
4239,11849.2282
4240,12577.62232
4241,8833.604979000002
4242,4697.2131549999995
4243,13631.199540000001
4244,11836.40491
4245,9986.669673999999
4246,4135.527247
4247,6259.885757
4248,6297.039382
4249,7164.330106999999
4250,12584.17143
4251,17619.20566
4252,18596.995319999998
4253,8482.507633
4254,5408.132146
4255,7549.588556000001
4256,7305.365768000001
4257,4316.126455
4258,4406.747113
4259,12659.752629999999
4260,4697.213286
4261,2566.034299
4262,5388.826392
4263,7302.999778
4264,8064.0332769999995
4265,11849.23097
4266,8046.193552
4267,7264.468970999999
4268,10249.224629999999
4269,7421.936014
4270,12120.75485
4271,9535.680009
4272,27791.025039999997
4273,8218.569937
4274,7854.1602459999995
4275,15360.88869
4276,4680.782878
4277,15075.4479
4278,12616.4299
4279,2778.258986
4280,5629.0986729999995
4281,10612.61694
4282,14057.43355
4283,5414.539412
4284,19887.00317
4285,8218.56752
4286,10602.976009999998
4287,8605.812913
4288,8345.546824
4289,9726.098281
4290,37261.45408
4291,9445.640992
4292,11463.739459999999
4293,4388.979482
4294,10602.23
4295,15767.76926
4296,4751.972103
4297,7862.343683
4298,14727.350540000001
4299,7530.246270999999
4300,4491.803115
4301,7951.522023
4302,14687.985969999998
4303,16178.3126
4304,5334.306058
4305,12679.942509999999
4306,5629.0992320000005
4307,3909.177638
4308,25015.60464
4309,8710.484204999999
4310,11002.04363
4311,9244.788355
4312,17711.6222
4313,9539.45595
4314,14733.40857
4315,5600.989349
4316,7938.7040019999995
4317,10576.37113
4318,7056.967719
4319,11079.56443
4320,9511.160022
4321,10560.96898
4322,14281.55065
4323,11150.180129999999
4324,7131.083495
4325,10011.77187
4326,12478.77172
4327,8678.290638
4328,10062.810379999999
4329,13117.17894
4330,7577.543708
4331,6273.79676
4332,13894.735709999999
4333,5114.423221
4334,6506.7054100000005
4335,16120.879180000002
4336,5991.0458340000005
4337,10734.456390000001
4338,7549.589316
4339,8244.446219
4340,8122.516359
4341,10317.957209999999
4342,4251.031068
4343,8788.4813
4344,12606.001559999999
4345,11079.64214
4346,7264.469851000001
4347,3715.5063240000004
4348,17543.66261
4349,12415.81852
4350,11076.5895
4351,10013.29535
4352,12469.421890000001
4353,10123.96781
4354,6230.233254
4355,2935.682499
4356,5601.803079
4357,9655.482381
4358,10382.89019
4359,7562.500779000001
4360,18288.31311
4361,16774.85562
4362,15431.3409
4363,7659.212487999999
4364,9909.892362999999
4365,14727.34964
4366,8781.077975
4367,3912.873639
4368,4158.696109
4369,10576.37335
4370,18001.16864
